ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-1440,2,2018-04-19 07:37:45,2018-04-19 13:37:45,40.73892,-73.72428000000001,40.74008,-73.72543,0.1,At Union Tpke/Exit 28 - Accident. Lane blocked.,nan,Cross Island Pkwy N,R,Bellerose,Queens,NY,11426,US,US/Eastern,KJFK,2018-04-19 07:51:00,42.1,35.7,89.0,29.64,10.0,East,11.5,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1492,2,2017-11-28 19:55:53,2017-11-29 01:55:53,40.835879999999996,-73.86978,40.835879999999996,-73.86978,0.0,At White Plains Rd/Exit 5 - Accident. Right lane blocked.,1436.0,Rosedale Ave,R,Bronx,Bronx,NY,10472,US,US/Eastern,KLGA,2017-11-28 19:51:00,53.1,nan,69.0,30.28,10.0,SSW,11.5,nan,Clear,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1514,2,2018-09-26 08:56:46,2018-09-26 09:26:31,40.700977,-73.49056999999999,40.700977,-73.49056999999999,0.0,Accident on Southern State Pkwy Eastbound at Exit 28A NY-135 Seaford Oyster Bay Expy.,nan,Seaford Oyster Bay Expy S,R,Seaford,Nassau,NY,11783,US,US/Eastern,KFRG,2018-09-26 08:53:00,72.0,nan,100.0,30.04,0.2,South,10.4,nan,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1550,2,2019-01-31 06:45:26,2019-01-31 07:14:53,40.834028,-73.862903,40.835851,-73.86911500000001,0.348,Between Westchester/Castle Hill/Exit 5 and Bronx River Pky/Exit 4B - Accident. Right lane blocked.,1325.0,White Plains Rd,L,Bronx,Bronx,NY,10460,US,US/Eastern,KLGA,2019-01-31 06:51:00,3.9,-13.0,43.0,30.38,10.0,WNW,12.7,nan,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-1655,2,2019-04-08 08:28:31,2019-04-08 08:56:21,41.736752,-74.063766,nan,nan,24.719999313400002,Accident on I-87 Southbound between Exit 19 and Exit 18 NY-299 Main St.,nan,I-87 N,R,New Paltz,Ulster,NY,12561,US,US/Eastern,KPOU,2019-04-08 08:53:00,53.0,53.0,93.0,29.66,6.0,SE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1660,2,2018-09-05 07:23:16,2018-09-05 07:53:02,40.946327000000004,-73.849701,40.946327000000004,-73.849701,0.0,Right hand shoulder blocked due to accident on Sprain Brook Pkwy Southbound near NY-100 Central Park Ave.,nan,Sprain Brook Pkwy S,R,Bronxville,Westchester,NY,10708,US,US/Eastern,KHPN,2018-09-05 07:06:00,72.0,nan,97.0,30.25,1.5,Calm,nan,nan,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1717,2,2018-08-24 06:45:43,2018-08-24 07:15:23,41.928501000000004,-73.76209300000001,41.928501000000004,-73.76209300000001,0.0,Right hand shoulder blocked due to accident on Taconic State Pkwy Northbound before Willow Brook Rd.,nan,Taconic State Pkwy,R,Stanfordville,Dutchess,NY,12581,US,US/Eastern,KPOU,2018-08-24 06:53:00,55.9,nan,93.0,30.16,10.0,Calm,nan,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1765,2,2020-02-24 06:40:57,2020-02-24 07:27:49,40.82394,-72.99754300000001,40.82394,-72.99754300000001,0.0,Accident on I-495 Westbound at Exit 64 Waverly Ave.,nan,Long Island Expy W,R,Medford,Suffolk,NY,11763,US,US/Eastern,KISP,2020-02-24 06:39:00,30.0,30.0,100.0,29.95,0.25,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1788,2,2020-04-15 10:59:12,2020-04-15 11:59:12,43.14712,-77.59467,43.14712,-77.59467,0.0,At I-490/Field St - Accident.,363.0,Meigs St,R,Rochester,Monroe,NY,14607-3711,US,US/Eastern,KROC,2020-04-15 10:54:00,37.0,29.0,39.0,29.39,10.0,WNW,13.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1858,2,2019-07-11 11:49:47,2019-07-11 12:49:37,43.007462,-78.822342,43.007462,-78.822342,0.0,Accident on US-62 Niagara Falls Blvd near Greenhaven Ter.,1950.0,Niagara Falls Blvd,L,Tonawanda,Erie,NY,14150-6427,US,US/Eastern,KBUF,2019-07-11 11:54:00,78.0,78.0,68.0,29.05,10.0,SW,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2008,2,2020-06-15 06:20:16,2020-06-15 07:56:01,42.74419,-78.842873,42.74419,-78.842873,0.0,Accident on I-90 Eastbound at Exit 57 NY-75 Camp Rd.,nan,I-90 W,R,Hamburg,Erie,NY,14075,US,US/Eastern,KBUF,2020-06-15 05:54:00,48.0,45.0,80.0,29.63,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2030,2,2019-11-15 15:08:39,2019-11-15 16:08:21,43.11388,-77.44171899999999,43.11388,-77.44171899999999,0.0,Accident on Eaglesfield Way at NY-250 Fairport Nine Mile Point Rd.,4513.0,Nine Mile Point Rd,R,Fairport,Monroe,NY,14450-8793,US,US/Eastern,KROC,2019-11-15 14:54:00,35.0,26.0,70.0,29.57,10.0,W,13.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2034,2,2017-11-14 07:06:08,2017-11-14 13:06:08,41.29473,-73.82243000000001,41.282949,-73.82028000000001,0.8220000000000001,Between US-202/RT-35/Crompond Rd and Franklin D Roosevelt State Park - Accident. Left lane blocked.,nan,Taconic State Pkwy S,R,Yorktown Heights,Westchester,NY,10598,US,US/Eastern,KHPN,2017-11-14 06:56:00,35.1,27.9,85.0,30.32,10.0,North,9.2,nan,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2055,2,2020-12-07 13:56:00,2020-12-07 16:13:45,40.741821,-73.782967,40.743301,-73.77550699999999,0.40399999999999997,Crash on I-495 westbound between Exit 27 - Clearview Expwy I-295 / Throgs Neck Bridge (New York) and Exit 25 - Utopia Parkway / 188th Street (New York) left and center lanes closed,nan,Long Island Expy E,R,Fresh Meadows,Queens,NY,11365,US,US/Eastern,KLGA,2020-12-07 13:51:00,42.0,37.0,41.0,29.68,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2100,2,2017-02-01 16:48:01,2017-02-01 17:33:23,41.298126,-73.935715,nan,nan,0.01,Right hand shoulder blocked due to accident on US-6 Roa Hook Rd Eastbound at US-9 Roa Hook Rd.,nan,Roa Hook Rd,R,Cortlandt Manor,Westchester,NY,10567,US,US/Eastern,KHPN,2017-02-01 16:56:00,42.1,37.7,49.0,29.94,10.0,West,6.9,nan,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2124,2,2018-05-29 06:33:59,2018-05-29 07:03:19,43.12627,-77.63889300000001,43.12627,-77.63889300000001,0.0,Accident on NY-383 Genesee St at Genesee Park Blvd.,1223.0,Genesee St,R,Rochester,Monroe,NY,14611-4138,US,US/Eastern,KROC,2018-05-29 06:54:00,68.0,nan,81.0,30.0,10.0,North,3.5,nan,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2133,2,2019-07-29 16:25:34,2019-07-29 17:55:25,40.640789,-73.655579,40.640789,-73.655579,0.0,Accident on Atlantic Ave at Lawson Blvd.,2.0,Lawson Blvd,R,Oceanside,Nassau,NY,11572,US,US/Eastern,KJFK,2019-07-29 16:51:00,84.0,84.0,72.0,29.95,10.0,S,17.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2143,2,2019-11-30 18:01:59,2019-11-30 20:06:32,42.248591999999995,-73.88409399999999,42.248591999999995,-73.88409399999999,0.0,Accident on I-87 Northbound at Exit 21 CR-23B.,nan,I-87 N,R,Catskill,Greene,NY,12414,US,US/Eastern,KPSF,2019-11-30 17:54:00,24.0,24.0,57.0,28.7,10.0,NW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2179,2,2018-08-20 17:32:34,2018-08-20 18:02:06,40.745571000000005,-73.27894599999999,nan,nan,2.90000009537,Left lane closed due to accident on Sagtikos Pkwy Southbound between Exit S3 Pine Aire Dr and Exit S4 Southern State Pkwy.,nan,Sagtikos Pkwy N,R,Bay Shore,Suffolk,NY,11706,US,US/Eastern,KISP,2018-08-20 17:56:00,73.9,nan,73.0,30.11,10.0,East,8.1,nan,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2206,2,2017-02-03 05:59:45,2017-02-03 11:59:45,40.76808,-73.90442,40.76863,-73.90663,0.122,At I-278 - Accident.,nan,Brooklyn Queens Expy E,R,Astoria,Queens,NY,11103,US,US/Eastern,KLGA,2017-02-03 05:51:00,28.0,19.3,45.0,30.23,10.0,NW,9.2,nan,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2253,2,2016-05-12 14:12:13,2016-05-12 20:12:13,40.768767,-73.908632,40.76817,-73.9054,0.174,At Astoria BLD/Grand C Pky/Exit 41 - Accident.,nan,Robert F Kennedy Brg E,R,Astoria,Queens,NY,11103,US,US/Eastern,KLGA,2016-05-12 13:51:00,71.1,nan,35.0,30.09,10.0,ENE,11.5,nan,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2261,2,2020-06-04 12:59:36,2020-06-04 13:59:36,43.11613,-77.74566,43.11613,-77.74566,0.0,At CR-121/Chestnut Ridge Rd - Accident.,990.0,Chili Center Coldwater Rd,L,Rochester,Monroe,NY,14624-4544,US,US/Eastern,KROC,2020-06-04 12:54:00,83.0,83.0,38.0,29.21,10.0,W,10.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2268,2,2016-11-14 08:18:43,2016-11-14 14:18:43,40.700520000000004,-73.50350999999999,40.69928,-73.5094,0.32,At Wantagh Ave/Exit 28 - Accident.,nan,Southern State Pkwy W,R,Wantagh,Nassau,NY,11793,US,US/Eastern,KFRG,2016-11-14 07:53:00,43.0,38.8,51.0,30.06,10.0,SW,6.9,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2275,2,2020-10-23 05:34:00,2020-10-23 08:21:00,40.829081,-73.931523,40.844988,-73.926629,1.128,Stationary traffic on I-87 from 149th St/Exit 4 (I-87) to I-95/Cross Bronx Expy/Exit 7 (I-87) due to accident.,nan,Major Deegan Expy N,R,Bronx,Bronx,NY,10452,US,US/Eastern,KLGA,2020-10-23 05:26:00,65.0,65.0,90.0,30.17,1.0,S,6.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2309,2,2020-09-15 02:56:30,2020-09-15 03:36:30,40.691632,-73.884462,40.697562,-73.871122,0.81,Stationary traffic from Cypress Hills St (Jackie Robinson Pkwy) to Forest Park Dr/Exit 4 (Jackie Robinson Pkwy) due to accident.,nan,Jackie Robinson Pkwy N,R,Ridgewood,Queens,NY,11385,US,US/Eastern,KLGA,2020-09-15 02:51:00,59.0,59.0,49.0,30.25,10.0,NNE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2329,2,2016-06-30 07:46:43,2016-06-30 08:16:43,41.035934000000005,-73.946007,41.035934000000005,-73.946007,0.0,Right hand shoulder blocked due to accident on Palisades Interstate Pkwy Northbound at Exits 5N 5S NY-303.,nan,Route 303,R,Orangeburg,Rockland,NY,10962,US,US/Eastern,KHPN,2016-06-30 07:56:00,70.0,nan,65.0,30.0,10.0,NNW,6.9,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2338,2,2020-06-16 08:13:31,2020-06-16 08:58:31,40.78365,-73.40205999999999,40.78365,-73.40205999999999,0.0,At Pinelawn Rd/Exit 49 - Accident.,nan,Long Island Expy W,R,Melville,Suffolk,NY,11747,US,US/Eastern,KFRG,2020-06-16 07:53:00,67.0,67.0,66.0,30.29,10.0,NE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2395,2,2020-12-13 02:19:00,2020-12-13 04:26:49,41.058892,-73.822696,41.058085999999996,-73.822323,0.059000000000000004,Incident on SAW MILL RIVER PKWY SB near I-287 Right shoulder closed.,nan,Saw Mill River Pkwy S,R,Elmsford,Westchester,NY,10523,US,US/Eastern,KHPN,2020-12-13 01:56:00,50.0,50.0,93.0,29.44,5.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2398,2,2019-04-04 09:02:10,2019-04-04 09:30:28,40.61025,-74.10509,40.60938,-74.09144,0.7190000000000001,At Clove Rd/Exit 13 - Accident.,nan,I-278 E,R,Staten Island,Richmond,NY,10301,US,US/Eastern,KEWR,2019-04-04 08:51:00,46.0,39.0,33.0,30.4,10.0,NNW,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2429,2,2020-12-16 04:07:52,2020-12-16 06:52:04,40.664165999999994,-73.845881,40.665956,-73.84168100000001,0.252,Incident on SHORE PKWY EB near CROSSBAY BLVD Right lane blocked. Expect delays.,nan,Belt Pkwy E,R,Howard Beach,Queens,NY,11414,US,US/Eastern,KJFK,2020-12-16 03:51:00,27.0,17.0,41.0,30.42,10.0,NNE,12.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2473,2,2020-11-03 02:14:35,2020-11-03 04:24:19,43.645945000000005,-73.76356899999999,43.665255,-73.772189,1.402,Crash on I-87 Northway northbound before Exit 25; NY 8 (Chester) right shoulder closed,nan,Adirondack Northway N,R,Warrensburg,Warren,NY,12885,US,US/Eastern,KGFL,2020-11-03 02:30:00,36.0,32.0,89.0,29.25,10.0,W,5.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2485,2,2017-12-13 05:50:10,2017-12-13 11:50:10,40.73706,-73.93108000000001,40.7377,-73.93498000000001,0.209,At Van Dam St - Accident.,nan,Long Island Expy W,R,Long Island City,Queens,NY,11101,US,US/Eastern,KNYC,2017-12-13 05:51:00,19.9,9.3,52.0,29.5,10.0,West,9.2,nan,Clear,False,False,False,False,True,False,False,False,True,False,False,True,False,Night,Night,Night,Day
A-2500,2,2020-05-15 11:52:17,2020-05-15 12:36:49,43.239021,-77.73336,43.239021,-77.73336,0.0,Accident on CR-109 English Rd at CR-144 Greece Rd.,3098.0,English Rd,R,Rochester,Monroe,NY,14616-1622,US,US/Eastern,KROC,2020-05-15 11:54:00,73.0,73.0,61.0,29.21,10.0,SW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2517,2,2020-12-12 16:42:38,2020-12-12 17:43:40,40.927505,-73.811882,40.927505,-73.811882,0.0,Left lane blocked due to accident on Cross County Pkwy Eastbound at Exit 10 Labelle Rd.,nan,Cross County Pkwy E,R,Mount Vernon,Westchester,NY,10552,US,US/Eastern,KLGA,2020-12-12 16:39:00,55.0,55.0,89.0,29.95,9.0,S,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2549,2,2019-11-18 10:20:59,2019-11-18 10:48:39,40.845737,-73.931702,40.845737,-73.931702,0.0,Lane blocked on entry ramp due to accident on Harlem River Dr Southbound at I-95 George Washingon Bridge.,nan,I-95 N,R,New York,New York,NY,10033,US,US/Eastern,KNYC,2019-11-18 10:33:00,39.0,35.0,89.0,29.69,1.0,VAR,6.0,0.0,Fog,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2645,2,2019-08-21 07:36:21,2019-08-21 08:06:00,40.81573,-73.93097,40.81067,-73.93103,0.35,At 138th St/Grand Concourse/Exit 3 - Accident. Right lane blocked.,nan,Major Deegan Expy N,R,Bronx,Bronx,NY,10451,US,US/Eastern,KLGA,2019-08-21 07:51:00,79.0,79.0,79.0,29.95,8.0,S,6.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2649,2,2020-12-15 10:46:30,2020-12-15 21:00:42,40.613219,-74.02930500000001,40.610316999999995,-74.033254,0.28800000000000003,Slow traffic on I-278 W from I-278/92nd St (Verrazano-Narrows Bridge (Upper Level)) to I-278/Verrazano-Narrows Bridge (Verrazano-Narrows Bridge (Upper Level)) due to accident.,nan,I-278 W,R,Brooklyn,Kings,NY,11209,US,US/Eastern,KJRB,2020-12-15 10:51:00,36.0,nan,46.0,30.16,10.0,nan,nan,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2729,2,2020-12-23 18:21:56,2020-12-23 19:39:56,42.989813,-78.908776,42.994953,-78.880146,1.49,Incident on I-290 EB near I-190 Drive with caution.,nan,I-290 E,R,Tonawanda,Erie,NY,14150,US,US/Eastern,KBUF,2020-12-23 17:54:00,45.0,40.0,42.0,29.15,10.0,S,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2755,2,2017-01-26 19:44:14,2017-01-27 01:44:14,40.94003,-73.85569,40.924147999999995,-73.859574,1.1159999999999999,Between Cross County Pky/Exit 4 (North) and Mile Square Rd/Exit 3 - Accident.,nan,I-87 S,R,Yonkers,Westchester,NY,10704,US,US/Eastern,KLGA,2017-01-26 19:51:00,46.0,38.5,47.0,29.49,10.0,West,19.6,nan,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2765,2,2017-11-22 18:32:59,2017-11-22 19:02:20,40.744659000000006,-73.971039,40.744659000000006,-73.971039,0.0,One lane blocked due to accident on FDR Dr Northbound at Exits 8 9 Franklin Delano Roosevelt Drive Service Rd.,2494.0,FDR Dr,L,New York,New York,NY,10016,US,US/Eastern,KNYC,2017-11-22 18:51:00,41.0,33.9,53.0,30.02,10.0,WNW,12.7,nan,Overcast,True,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-2769,2,2020-05-11 06:55:58,2020-05-11 07:56:17,41.579205,-73.909103,nan,nan,0.0,Right hand shoulder blocked due to accident on US-9 Northbound at CR-28 Old Hopewell Rd.,nan,Old Hopewell Rd,R,Wappingers Falls,Dutchess,NY,12590,US,US/Eastern,KPOU,2020-05-11 06:53:00,41.0,41.0,82.0,29.66,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2825,2,2020-12-17 17:13:51,2020-12-17 20:16:31,40.926854,-73.857469,40.928164,-73.857028,0.09300000000000001,Crash on I-87 - NYS Thruway northbound at After Exit 3 (I-87) - Yonkers - Mile Square Road starting 9:13 AM 12/17/2020 [CARS CAD-203520192],nan,I-87 N,R,Yonkers,Westchester,NY,10704,US,US/Eastern,KLGA,2020-12-17 16:51:00,32.0,21.0,61.0,30.0,10.0,NNW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2847,2,2018-01-04 18:37:44,2018-01-05 00:37:44,42.89978,-76.11284,42.890190000000004,-76.10956,0.6829999999999999,Between US-11/Exit 15 and US-20/Exit 15 - Accident. Right lane blocked.,nan,I-81 S,R,La Fayette,Onondaga,NY,13084,US,US/Eastern,KSYR,2018-01-04 18:32:00,18.0,3.6,92.0,29.64,1.0,WNW,15.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2894,2,2020-09-29 13:08:00,2020-09-30 03:53:00,40.739139,-73.792736,40.753384999999994,-73.744686,2.701,Slow traffic on I-495 from Kissena Blvd/Exit 24 (I-495) to Cross Island Pkwy/Exit 30 (I-495) due to accident.,nan,Long Island Expy E,R,Fresh Meadows,Queens,NY,11365,US,US/Eastern,KLGA,2020-09-29 13:25:00,73.0,73.0,84.0,29.82,10.0,S,16.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2901,2,2018-10-30 09:08:13,2018-10-30 09:37:58,41.035675,-73.816696,nan,nan,0.0,Left lane blocked and left hand shoulder blocked due to accident on Sprain Brook Pkwy Northbound near NY-100B Dobbs Ferry Rd.,nan,Dobbs Ferry Rd,R,White Plains,Westchester,NY,10607,US,US/Eastern,KHPN,2018-10-30 08:56:00,43.0,37.2,65.0,30.03,10.0,WNW,10.4,nan,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2951,2,2019-03-05 08:50:49,2019-03-05 09:50:40,43.149509,-77.571701,43.149509,-77.571701,0.0,Accident on CR-120 Culver Rd at NY-96 East Ave.,1216.0,East Ave,L,Rochester,Monroe,NY,14610-1517,US,US/Eastern,KROC,2019-03-05 08:54:00,12.0,-2.7,61.0,30.05,10.0,WSW,12.7,nan,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2957,2,2016-04-06 12:12:56,2016-04-06 18:12:56,40.69043,-73.99866,40.693090000000005,-73.99932,0.187,At Atlantic Ave/Exit 27 - Accident.,nan,Brooklyn Queens Expy,R,Brooklyn,Kings,NY,11201,US,US/Eastern,KJRB,2016-04-06 12:15:00,44.6,42.2,34.0,30.35,10.0,SSW,4.6,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2961,2,2020-01-25 14:53:23,2020-01-25 15:38:02,41.512572999999996,-73.789177,41.512572999999996,-73.789177,0.0,Right hand shoulder blocked due to accident on Taconic State Pkwy at Miller Hill Rd.,nan,Appalachian National Scenic Trail,R,Hopewell Junction,Dutchess,NY,12533,US,US/Eastern,KPOU,2020-01-25 14:53:00,43.0,38.0,86.0,29.62,2.0,E,8.0,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2963,2,2019-12-16 06:13:42,2019-12-16 08:36:29,43.102585,-77.431931,43.102585,-77.431931,0.0,Accident on NY-31F Macedon Center Rd both ways at CR-50 Turk Hill Rd.,22.0,Macedon Center Rd,L,Fairport,Monroe,NY,14450-9763,US,US/Eastern,KROC,2019-12-16 05:54:00,26.0,18.0,69.0,29.6,10.0,SW,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-2980,2,2018-09-28 15:49:51,2018-09-28 16:19:21,40.764179999999996,-73.51959000000001,40.764179999999996,-73.51959000000001,0.0,At Old Country Rd - Accident.,5.0,S Broadway,R,Hicksville,Nassau,NY,11801-5001,US,US/Eastern,KFRG,2018-09-28 15:53:00,60.1,nan,80.0,30.05,10.0,North,10.4,nan,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
